Session_Duration,Page_Views,Purchase_Amount,Bounce_Rate
54.97,14.0,223.82,56.09
16.34,13.0,360.78,36.63
57.65,,445.25,67.85
32.45,,426.95,99.31
20.36,13.0,264.15,89.26
3.31,1.0,152.57,77.75
2.28,12.0,265.52,97.1
51.86,16.0,402.15,17.11
47.7,9.0,371.4,97.32
34.64,14.0,31.72,32.77
32.99,10.0,37.54,25.56
55.09,14.0,27.5,91.02
53.85,17.0,127.29,97.0
22.07,12.0,57.23,25.44
10.75,9.0,392.83,67.1
14.48,8.0,474.47,84.46
32.72,2.0,167.58,24.15
33.46,19.0,363.37,86.43
59.23,10.0,63.07,52.73
4.5,5.0,449.53,96.97
13.01,16.0,142.11,68.17
40.47,7.0,40.64,40.32
50.23,,62.81,34.03
45.31,7.0,226.04,57.5
10.0,,168.53,26.31
6.66,6.0,79.54,56.0
54.66,6.0,234.9,28.54
44.96,2.0,473.66,88.53
16.81,5.0,230.03,54.95
49.65,,498.2,47.61
13.0,4.0,204.59,26.08
42.87,11.0,139.94,19.87
54.78,,286.65,22.72
4.25,9.0,106.97,41.41
51.52,4.0,363.68,58.9
52.26,12.0,462.85,4.93
2.08,9.0,167.01,56.52
6.91,,234.5,58.15
4.9,5.0,76.46,40.48
1.67,16.0,496.85,82.8
41.53,7.0,90.95,59.03
13.51,11.0,389.05,19.24
8.75,,427.84,74.66
45.59,14.0,151.49,6.9
4.18,11.0,469.65,37.46
41.68,19.0,225.11,56.03
21.13,15.0,168.2,16.11
16.1,10.0,95.34,52.09
9.17,9.0,226.94,57.44
39.4,6.0,394.44,8.84
52.21,16.0,466.49,40.53
31.08,3.0,63.29,66.35
23.99,19.0,52.9,5.85
45.41,,268.97,19.51
43.89,11.0,339.3,68.6
51.81,,123.05,76.55
50.51,17.0,336.09,41.15
2.78,12.0,371.82,31.32
18.58,12.0,292.96,34.21
13.12,9.0,24.3,93.22
6.7,13.0,434.44,83.49
30.68,15.0,142.22,91.26
12.69,5.0,165.27,58.13
38.69,3.0,373.5,74.22
28.95,1.0,91.86,23.72
6.48,14.0,478.2,91.69
21.69,15.0,241.77,59.07
36.92,7.0,42.18,21.27
20.28,7.0,395.44,8.91
7.52,,39.71,49.52
19.15,6.0,338.96,34.96
9.63,8.0,146.39,80.41
24.62,13.0,327.23,33.7
40.75,18.0,19.5,42.69
50.71,15.0,398.48,5.79
41.56,3.0,343.74,48.14
49.8,5.0,325.28,16.43
21.7,9.0,294.44,34.07
9.28,17.0,324.88,52.22
42.95,3.0,143.43,63.96
19.24,13.0,41.81,75.16
30.85,16.0,206.45,96.32
32.09,13.0,362.86,35.71
7.68,18.0,6.23,98.77
36.98,9.0,298.38,77.0
37.01,2.0,232.84,10.4
11.79,2.0,326.6,49.75
50.84,6.0,180.14,2.42
41.8,19.0,167.7,66.95
38.46,5.0,338.1,93.49
1.63,7.0,53.52,48.75
51.13,17.0,328.83,44.17
7.42,18.0,238.18,56.74
34.77,4.0,379.02,86.86
3.31,11.0,0.43,58.58
57.72,16.0,342.81,61.87
24.37,,262.87,45.66
50.4,,436.77,33.55
24.9,10.0,484.49,31.33
4.93,3.0,57.75,23.94
5.18,5.0,276.5,50.07
41.71,,65.34,92.92
37.82,,175.82,48.38
18.01,9.0,243.73,99.93
30.87,17.0,353.25,98.61
51.58,12.0,45.85,42.89
32.94,4.0,124.9,67.87
14.92,,427.98,36.82
34.91,17.0,339.88,90.63
31.22,9.0,145.39,20.31
52.57,16.0,410.59,31.39
25.03,17.0,113.87,59.32
54.75,,282.97,14.37
34.72,19.0,120.44,58.28
24.36,8.0,286.19,98.89
47.47,6.0,202.96,54.44
38.25,6.0,289.7,43.64
15.61,11.0,237.02,77.02
14.26,,121.14,2.07
59.92,,421.05,1.33
12.74,,30.74,60.37
56.3,,392.3,83.46
26.49,16.0,240.9,6.94
56.55,6.0,118.27,36.76
57.26,9.0,382.74,57.24
40.09,,296.29,17.07
9.16,1.0,328.43,68.68
30.05,1.0,170.38,43.69
25.43,3.0,300.27,83.31
29.01,,132.49,99.32
54.76,19.0,277.97,1.1
25.52,13.0,347.44,68.0
55.13,14.0,54.0,27.4
26.73,10.0,424.86,58.98
58.58,16.0,475.72,41.36
41.74,12.0,171.93,90.91
23.72,11.0,25.86,36.27
12.56,4.0,262.92,11.42
43.23,13.0,448.84,82.6
37.14,11.0,249.17,9.39
46.37,1.0,264.39,54.75
5.48,14.0,330.13,25.59
34.92,9.0,203.48,56.82
9.86,17.0,261.81,57.91
26.79,15.0,101.25,11.55
18.35,6.0,146.57,88.36
27.7,14.0,81.34,71.43
6.98,10.0,437.45,23.13
45.07,15.0,127.19,87.6
28.41,,380.0,62.92
24.56,19.0,359.85,3.37
25.26,10.0,224.77,51.12
14.26,4.0,289.57,61.18
57.1,10.0,253.46,91.61
8.74,12.0,373.34,11.52
4.63,7.0,2.06,53.27
31.16,18.0,248.3,29.53
28.57,16.0,473.1,72.57
13.64,13.0,388.74,64.19
29.28,11.0,42.37,19.81
30.71,15.0,18.05,27.47
43.42,14.0,104.39,5.54
4.37,16.0,442.72,17.39
2.18,,181.64,83.33
56.01,19.0,354.17,60.3
32.1,,439.49,36.51
50.0,12.0,122.49,42.9
38.34,,330.28,87.78
26.67,10.0,242.46,94.59
47.58,13.0,45.48,48.74
36.54,,302.32,27.35
35.53,19.0,127.11,35.47
35.44,8.0,33.48,33.78
44.74,3.0,349.35,77.0
49.23,2.0,411.1,93.43
39.99,3.0,418.68,28.05
47.25,12.0,348.94,70.26
19.98,14.0,124.27,71.88
38.01,7.0,210.65,20.82
24.29,19.0,11.5,70.14
35.16,16.0,396.14,67.53
55.75,,368.98,88.41
34.46,11.0,217.17,40.16
51.65,8.0,334.74,88.67
11.76,14.0,245.63,67.01
28.7,13.0,247.21,9.67
46.22,6.0,464.63,7.99
39.99,3.0,365.84,71.82
38.83,19.0,162.77,38.31
18.13,,470.28,44.14
23.01,,224.22,75.24
7.06,16.0,325.72,22.06
6.1,7.0,125.57,3.52
57.23,7.0,372.75,13.2
41.16,17.0,202.77,62.43
27.5,10.0,173.04,45.38
7.97,,361.63,38.1
1.15,14.0,411.92,91.38
25.28,9.0,156.98,75.99
45.8,4.0,330.23,70.63
35.81,10.0,28.2,86.55
2.49,4.0,402.97,10.52
13.99,11.0,91.89,78.11
37.79,,33.4,88.29
18.4,12.0,272.66,67.67
30.12,,300.31,52.53
16.4,,349.03,0.58
49.49,,45.92,3.37
59.3,18.0,397.92,53.37
51.43,2.0,194.65,56.57
15.2,7.0,478.03,18.57
13.26,11.0,79.23,58.71
31.68,3.0,190.84,38.07
11.41,5.0,139.97,26.21
38.6,9.0,177.15,33.75
36.47,19.0,4.41,29.21
42.38,4.0,175.17,51.55
45.51,,492.93,5.29
17.58,16.0,368.29,95.53
51.7,3.0,240.57,9.59
18.02,17.0,425.1,93.36
1.05,8.0,155.88,48.99
57.9,19.0,100.99,37.08
22.51,7.0,266.39,21.01
14.6,3.0,449.4,14.54
39.57,3.0,233.32,82.02
55.22,1.0,283.81,53.73
7.7,1.0,15.62,59.77
28.97,17.0,201.35,37.25
50.34,13.0,432.81,39.05
2.52,13.0,158.75,79.31
31.39,1.0,101.63,9.38
26.17,17.0,96.44,68.75
33.99,5.0,172.48,85.65
11.36,17.0,91.19,89.34
23.09,9.0,478.62,0.4
33.98,17.0,410.83,14.75
25.23,3.0,86.83,91.81
15.94,5.0,67.31,81.68
47.94,15.0,397.67,57.25
58.58,,182.14,66.65
1.35,12.0,109.08,68.35
57.72,1.0,421.69,48.61
3.5,,146.07,90.8
29.71,7.0,33.63,33.03
23.0,14.0,338.05,24.82
47.14,2.0,357.77,48.98
32.55,15.0,117.83,7.85
3.69,3.0,267.55,49.55
56.65,10.0,362.91,25.67
39.11,18.0,201.51,95.01
49.4,5.0,21.42,99.16
26.88,19.0,86.21,77.55
34.33,7.0,173.26,48.21
39.22,7.0,43.53,2.47
26.71,13.0,426.36,79.36
54.69,18.0,346.77,20.78
8.07,3.0,388.67,87.84
36.32,5.0,463.3,58.69
44.85,4.0,381.11,26.77
5.1,19.0,142.62,53.44
3.39,17.0,321.45,47.06
55.29,9.0,496.7,31.23
57.07,,22.47,19.85
47.32,,314.76,65.3
2.54,17.0,367.07,55.96
33.95,6.0,338.01,94.1
11.76,6.0,197.51,5.8
12.3,2.0,256.48,72.23
17.36,3.0,73.41,0.32
53.59,4.0,460.83,38.81
48.74,18.0,370.53,81.3
46.57,14.0,27.2,13.59
3.07,12.0,454.68,78.77
56.04,8.0,69.74,99.71
39.77,14.0,6.35,4.27
50.72,15.0,295.51,69.45
15.64,,434.29,49.17
35.49,11.0,34.87,56.96
58.49,,24.56,52.55
23.22,7.0,11.93,19.52
14.79,,214.23,73.88
48.13,8.0,81.38,4.31
33.2,19.0,315.43,72.65
10.0,19.0,145.78,27.42
54.24,19.0,190.33,32.83
48.39,7.0,93.54,4.66
5.45,17.0,435.91,77.8
13.74,19.0,153.14,53.21
44.76,13.0,66.56,87.17
29.86,18.0,168.95,83.6
53.54,2.0,398.18,69.34
2.57,19.0,218.08,53.4
33.59,14.0,144.46,19.08
42.92,16.0,224.5,90.52
8.0,9.0,432.01,32.45
19.28,17.0,466.63,11.9
58.75,3.0,177.23,58.46
3.66,10.0,475.72,87.75
26.03,10.0,486.52,9.26
27.36,,142.14,79.08
27.83,,355.96,10.81
10.18,3.0,396.54,2.29
50.18,4.0,219.39,5.03
43.28,14.0,247.8,44.0
52.11,13.0,452.47,79.69
23.24,,497.27,14.68
18.92,7.0,264.98,50.61
33.13,5.0,420.19,47.18
50.11,7.0,188.67,81.9
5.86,12.0,63.69,95.41
33.74,7.0,188.39,13.62
20.96,16.0,151.38,99.41
13.91,,469.44,57.96
26.91,3.0,193.26,83.9
45.98,,326.13,11.38
49.02,3.0,104.97,79.74
52.39,2.0,142.62,78.62
56.3,6.0,199.58,98.75
59.66,9.0,148.66,38.99
9.23,19.0,443.81,83.64
54.51,7.0,52.64,38.96
57.6,13.0,458.98,10.97
22.39,2.0,379.25,69.14
24.1,14.0,124.66,46.25
48.56,9.0,110.26,4.8
53.48,2.0,255.15,50.21
30.88,,397.67,53.07
9.35,6.0,266.66,49.38
6.79,7.0,385.09,20.81
16.53,18.0,478.68,21.08
16.12,14.0,382.11,8.18
38.9,3.0,212.81,81.23
19.07,13.0,46.08,88.38
51.29,5.0,70.99,50.22
11.75,1.0,13.86,85.09
44.12,11.0,89.33,62.5
35.15,,78.1,69.64
40.58,17.0,23.88,81.87
30.75,18.0,246.28,34.04
30.89,7.0,267.31,67.36
1.28,11.0,497.6,89.33
46.45,8.0,473.04,19.54
1.92,11.0,478.96,32.81
8.92,,1.83,92.83
32.68,2.0,135.64,19.64
10.17,,145.97,24.79
5.34,,198.39,74.84
54.87,5.0,444.12,93.18
15.16,13.0,173.24,66.57
17.97,8.0,388.53,54.6
35.18,6.0,79.52,86.46
21.73,13.0,424.21,31.27
20.87,6.0,162.01,17.1
27.73,18.0,177.35,28.81
29.23,5.0,257.04,45.5
11.22,11.0,464.43,69.8
11.93,10.0,253.45,48.18
51.05,17.0,18.13,61.14
39.33,19.0,2.89,76.86
2.78,8.0,24.51,66.15
31.16,12.0,30.73,43.29
7.35,6.0,351.48,30.47
10.28,18.0,409.57,67.53
32.88,14.0,455.43,8.15
13.76,11.0,474.65,34.44
49.1,15.0,28.5,95.67
22.07,18.0,27.66,93.01
15.01,8.0,279.01,84.67
44.18,14.0,369.47,20.61
42.12,1.0,450.42,60.26
14.4,13.0,246.98,72.63
10.92,3.0,403.43,56.8
35.64,12.0,103.79,25.28
49.48,4.0,360.0,1.52
48.18,8.0,427.18,94.43
47.24,3.0,332.12,9.57
8.0,18.0,209.89,75.23
34.28,13.0,43.62,78.67
54.37,15.0,353.06,90.05
41.01,19.0,221.61,59.83
2.41,10.0,234.58,1.25
11.91,5.0,361.64,74.28
24.15,9.0,161.39,35.81
41.22,2.0,155.79,59.66
15.16,5.0,162.46,57.95
46.05,,236.17,58.38
45.19,17.0,38.23,66.72
29.34,10.0,132.04,12.3
43.74,3.0,80.16,35.63
17.23,13.0,398.51,1.04
39.62,10.0,162.59,44.11
20.7,3.0,10.49,79.14
48.31,2.0,238.2,66.51
3.45,5.0,414.69,4.03
42.97,6.0,203.84,8.77
30.64,13.0,440.13,3.59
49.22,5.0,422.95,6.53
43.31,12.0,0.51,41.38
13.4,1.0,288.33,18.49
32.31,6.0,387.78,71.6
36.43,1.0,381.46,67.15
8.1,13.0,418.41,54.68
17.81,5.0,128.82,77.37
33.58,,191.26,51.01
2.57,13.0,70.09,5.13
51.88,16.0,96.96,80.0
41.63,12.0,101.06,22.55
29.24,,346.53,76.83
59.16,7.0,22.94,28.63
24.85,8.0,106.95,71.89
48.75,5.0,137.04,71.5
39.17,17.0,274.03,1.69
17.67,3.0,246.72,91.14
26.29,,367.07,58.58
31.98,11.0,401.11,86.55
32.06,16.0,371.58,96.95
8.69,,431.72,84.48
10.73,4.0,122.82,51.57
23.91,5.0,353.05,64.46
6.01,19.0,440.58,51.56
36.11,9.0,224.03,26.23
56.32,17.0,252.48,31.99
57.47,4.0,265.41,4.7
46.2,18.0,308.51,39.85
48.99,2.0,142.16,21.79
27.42,10.0,442.69,57.51
12.75,,28.27,32.22
59.91,13.0,172.27,71.79
41.56,8.0,103.97,0.61
1.39,14.0,365.53,3.13
22.93,19.0,217.48,37.61
3.47,,24.18,28.66
34.52,3.0,149.19,72.72
48.92,2.0,134.77,10.71
35.66,17.0,241.65,60.99
18.2,12.0,169.23,74.06
32.58,7.0,484.35,8.83
53.93,13.0,101.17,32.07
11.79,13.0,38.05,82.48
21.26,1.0,372.87,85.88
44.86,5.0,350.44,75.24
48.45,5.0,85.62,83.92
8.49,12.0,441.73,29.8
51.77,2.0,345.73,79.49
16.15,3.0,489.27,52.1
24.91,4.0,472.72,19.83
5.84,3.0,471.18,3.79
9.46,,326.16,79.61
29.71,18.0,237.62,66.46
1.1,2.0,77.72,14.8
43.59,4.0,237.83,16.07
57.47,7.0,184.14,9.56
10.63,19.0,454.06,21.88
6.44,7.0,19.2,30.57
12.22,2.0,220.35,64.9
4.66,16.0,443.68,33.81
44.49,9.0,232.86,13.67
44.94,2.0,32.96,85.01
22.3,8.0,75.76,66.85
51.51,15.0,148.91,77.9
46.25,7.0,172.76,71.42
2.03,12.0,308.05,56.01
26.05,11.0,148.23,55.55
47.74,,467.69,46.69
53.68,10.0,318.79,75.02
42.02,18.0,241.44,60.18
9.67,8.0,57.36,93.3
52.87,3.0,200.98,14.05
31.7,4.0,399.29,75.97
26.68,6.0,10.71,38.63
50.62,8.0,411.63,62.17
15.05,7.0,204.68,35.37
40.66,16.0,498.33,63.69
51.37,7.0,434.59,63.85
24.25,15.0,289.57,4.12
42.64,1.0,260.28,33.91
4.51,18.0,4.18,95.34
58.99,12.0,156.3,74.07
27.17,17.0,30.31,59.11
32.7,8.0,14.34,50.39
32.5,9.0,467.09,12.91
43.57,15.0,124.69,50.22
59.37,12.0,67.32,25.41
28.4,3.0,57.8,94.99
26.31,8.0,189.5,72.4
32.14,17.0,234.55,92.72
18.32,17.0,355.62,85.59
54.2,5.0,473.36,78.41
16.6,14.0,280.14,11.56
38.83,10.0,352.18,80.44
9.3,9.0,100.05,96.97
48.21,16.0,271.51,99.9
2.98,14.0,340.82,99.66
3.04,16.0,385.46,91.19
24.99,12.0,486.33,78.28
34.57,14.0,176.71,90.06
17.91,16.0,447.94,48.63
29.75,13.0,42.75,9.53
17.49,10.0,397.42,69.29
1.02,18.0,468.47,87.65
2.35,16.0,22.74,13.43
51.38,3.0,427.17,0.14
5.97,18.0,492.41,7.8
19.45,,287.25,31.92
38.18,16.0,428.76,42.86
13.01,3.0,347.17,50.93
1.76,16.0,131.68,43.72
58.2,,117.8,65.07
37.63,12.0,498.21,91.68
20.17,7.0,210.19,38.33
44.41,5.0,174.62,89.94
27.01,,98.73,42.93
6.0,19.0,41.95,9.76
16.32,8.0,21.64,91.87
55.24,19.0,239.81,12.44
2.14,11.0,406.2,16.46
29.45,9.0,77.88,78.6
42.64,9.0,466.88,15.04
37.98,7.0,19.72,49.17
40.6,,127.97,52.07
59.93,1.0,319.56,17.6
29.92,,306.21,47.82
40.21,,36.44,1.48
35.98,12.0,465.38,19.78
13.49,,107.74,5.36
55.41,19.0,58.41,70.19
22.23,2.0,462.08,6.92
11.47,18.0,137.51,20.79
49.38,17.0,322.16,37.28
12.68,3.0,149.19,57.34
40.9,6.0,102.94,91.51
9.09,16.0,20.32,56.9
16.57,9.0,72.93,54.44
54.35,15.0,99.32,8.64
18.64,8.0,167.81,80.83
16.66,18.0,320.64,19.76
41.68,19.0,20.68,30.99
2.07,2.0,367.4,61.07
56.57,8.0,107.51,60.84
42.79,6.0,284.25,21.73
16.17,,59.22,71.61
6.98,10.0,107.17,1.73
36.4,,284.68,92.35
46.14,5.0,427.5,27.17
40.25,6.0,93.74,32.61
22.65,12.0,402.03,76.43
21.39,8.0,255.02,82.34
57.48,,425.25,79.23
53.69,,387.11,20.64
49.28,15.0,34.79,45.98
52.58,15.0,447.29,11.85
6.38,3.0,48.29,16.87
1.07,13.0,427.01,58.23
15.4,17.0,168.9,64.5
30.98,8.0,218.18,35.15
44.52,,267.12,14.91
44.16,14.0,215.49,28.24
9.06,13.0,293.07,67.73
22.61,3.0,297.26,96.09
43.28,8.0,217.11,61.15
2.87,10.0,37.24,84.65
39.37,13.0,38.0,38.71
24.88,6.0,67.5,83.25
1.35,14.0,289.18,22.6
10.18,12.0,435.53,6.48
44.15,16.0,478.2,81.82
33.78,9.0,137.29,26.3
52.36,17.0,144.91,69.71
16.8,12.0,215.54,82.96
9.11,3.0,420.23,47.16
58.61,,438.94,81.0
36.69,14.0,421.67,3.82
48.38,19.0,1.54,63.11
47.81,11.0,239.12,39.19
28.81,14.0,83.06,67.84
29.16,19.0,244.84,71.54
26.18,,273.86,24.84
56.85,13.0,159.31,36.25
28.86,5.0,426.47,29.29
28.72,5.0,401.24,72.1
5.83,8.0,234.79,78.93
33.42,17.0,426.63,70.97
12.89,14.0,164.14,54.02
58.85,17.0,420.95,85.5
39.38,18.0,424.71,45.46
39.19,10.0,286.81,59.81
47.82,18.0,469.21,66.64
51.62,16.0,413.59,44.18
31.32,7.0,7.94,31.81
14.36,3.0,137.83,81.83
57.2,14.0,83.41,69.9
48.24,15.0,11.5,3.33
55.17,7.0,65.78,33.19
34.42,3.0,391.28,65.32
17.65,15.0,310.49,56.09
41.19,11.0,230.37,67.46
37.16,17.0,458.85,40.21
30.24,4.0,151.54,10.75
8.09,3.0,25.71,86.23
6.52,14.0,450.11,49.35
59.04,,11.51,95.84
17.35,2.0,167.19,75.73
7.7,9.0,118.94,41.27
55.27,3.0,238.59,42.74
51.52,,298.03,98.08
27.16,3.0,321.51,37.44
2.77,11.0,495.34,83.02
50.09,19.0,373.33,57.89
21.1,14.0,29.25,29.02
39.93,8.0,486.58,11.79
56.22,7.0,138.33,19.09
9.59,17.0,372.79,61.19
31.49,,483.64,31.85
21.46,18.0,152.3,44.98
50.94,2.0,110.68,85.21
53.94,2.0,325.68,30.97
47.89,6.0,246.85,82.13
59.77,17.0,363.45,18.96
7.72,4.0,35.91,29.48
51.13,16.0,26.8,95.63
29.61,19.0,69.22,20.22
45.73,12.0,262.43,27.9
38.17,14.0,394.03,26.04
52.43,11.0,387.22,98.24
39.18,7.0,50.37,73.91
26.57,12.0,303.27,35.94
6.72,6.0,9.8,17.05
55.06,4.0,271.41,66.08
46.46,5.0,440.35,81.67
28.99,,421.36,97.8
58.03,7.0,260.39,26.78
36.23,8.0,253.23,0.88
5.11,12.0,463.3,58.29
15.18,4.0,28.41,84.49
6.82,19.0,52.4,62.96
18.57,12.0,47.03,72.61
50.94,15.0,181.78,42.96
26.41,8.0,123.39,10.74
15.0,4.0,76.57,86.7
58.66,6.0,339.7,74.65
56.55,1.0,221.19,75.58
12.71,12.0,359.3,93.17
41.85,16.0,337.45,62.53
11.75,9.0,74.85,0.15
40.26,19.0,12.28,52.64
11.62,12.0,304.04,70.96
56.84,6.0,345.62,66.22
33.78,15.0,489.7,88.54
31.27,6.0,455.4,20.04
13.03,19.0,266.18,46.92
10.35,2.0,162.09,98.67
7.28,7.0,44.31,40.88
29.5,10.0,323.94,72.38
54.01,11.0,55.17,33.32
32.07,6.0,249.65,18.03
35.2,16.0,168.08,31.96
17.61,,165.82,67.94
25.81,11.0,494.97,94.16
25.04,14.0,428.0,93.35
13.61,5.0,44.48,12.12
51.75,12.0,427.08,42.08
50.91,3.0,442.28,74.86
48.61,15.0,464.39,58.66
44.24,19.0,58.14,17.42
34.64,16.0,267.06,18.06
35.5,6.0,318.52,41.99
5.42,6.0,343.81,46.78
31.57,6.0,372.39,12.32
39.31,16.0,165.33,73.13
16.64,19.0,142.14,82.46
39.85,2.0,225.32,19.21
47.18,4.0,322.21,70.36
31.54,18.0,481.11,79.55
57.56,,287.14,36.58
52.13,14.0,303.27,5.59
34.58,8.0,405.3,58.36
45.75,5.0,39.93,82.9
18.48,11.0,174.03,30.13
12.05,8.0,40.12,23.55
34.73,12.0,249.77,70.99
48.34,11.0,77.26,18.53
36.47,19.0,199.17,61.88
17.37,,233.76,17.91
48.87,7.0,118.28,93.19
46.81,4.0,42.59,54.63
20.04,11.0,434.91,96.35
48.56,7.0,314.43,52.76
5.66,12.0,174.62,13.28
38.41,11.0,391.46,7.46
54.06,8.0,132.47,4.35
18.39,5.0,356.76,68.6
22.44,7.0,281.08,67.84
13.53,13.0,443.8,31.06
3.35,17.0,457.69,86.81
47.58,8.0,232.16,92.97
44.62,,88.68,88.64
50.32,16.0,386.16,32.39
24.15,6.0,450.82,1.67
46.09,8.0,411.44,87.89
55.93,14.0,495.23,62.72
15.0,3.0,315.93,88.42
43.13,1.0,436.95,32.24
56.26,,435.77,79.58
51.82,9.0,293.38,86.69
55.53,14.0,460.46,98.07
30.01,7.0,157.15,82.28
52.97,,25.15,29.81
7.4,4.0,489.88,44.64
32.65,17.0,356.43,51.63
11.01,14.0,243.98,86.85
58.01,11.0,85.15,71.52
54.76,17.0,447.91,23.31
46.94,18.0,263.21,99.04
46.02,17.0,450.97,58.18
5.43,13.0,394.19,78.9
52.35,5.0,194.22,93.69
30.11,19.0,371.89,52.63
42.59,18.0,327.51,56.18
31.88,17.0,417.88,33.06
19.2,3.0,472.46,3.55
32.99,10.0,114.71,89.6
27.22,8.0,325.64,48.92
58.85,11.0,151.1,97.48
54.78,8.0,51.4,36.4
59.59,11.0,329.81,51.13
36.88,19.0,48.62,90.77
55.54,8.0,168.41,47.04
43.76,1.0,218.96,55.69
7.68,10.0,168.66,74.4
37.27,19.0,390.78,72.27
25.74,6.0,297.06,4.14
51.54,12.0,363.04,2.18
42.1,1.0,437.68,84.53
33.61,10.0,309.86,40.73
45.54,,493.6,24.11
12.86,9.0,130.75,69.21
45.79,6.0,135.76,58.7
29.8,,277.72,47.71
32.79,6.0,195.33,30.17
13.37,18.0,3.42,80.17
29.8,13.0,176.6,99.81
8.54,,97.81,88.62
30.45,16.0,472.22,0.53
51.68,7.0,3.12,81.64
31.28,19.0,174.06,52.94
29.83,11.0,447.96,81.89
45.68,,373.66,66.35
3.52,7.0,371.93,43.45
5.78,,249.49,71.65
50.31,12.0,195.38,90.5
4.09,15.0,438.85,87.8
37.14,15.0,225.18,90.26
33.05,19.0,259.18,97.33
27.03,6.0,262.83,42.42
24.18,3.0,115.18,37.47
29.76,,289.02,71.33
52.79,17.0,299.55,53.19
36.17,13.0,276.89,69.79
45.95,8.0,71.28,76.73
43.55,5.0,139.06,61.1
17.53,15.0,427.47,96.18
1.97,18.0,185.58,82.8
29.67,6.0,357.98,21.82
33.52,,154.81,81.08
34.52,14.0,287.09,13.63
37.35,,24.8,88.04
51.36,7.0,253.56,19.76
14.38,9.0,262.04,17.8
33.24,4.0,74.06,54.46
30.88,7.0,185.23,64.71
59.59,15.0,125.4,85.12
1.91,14.0,11.51,24.35
22.38,2.0,79.87,86.07
7.28,18.0,218.41,76.44
17.41,,30.76,92.81
29.65,14.0,457.55,91.64
50.34,16.0,240.02,47.63
11.89,16.0,464.52,87.34
51.52,6.0,15.11,71.45
27.81,,62.15,48.81
30.38,7.0,269.08,87.51
36.66,17.0,463.61,8.38
45.31,17.0,407.6,59.04
50.07,1.0,27.2,38.41
48.6,,291.66,29.29
35.71,19.0,212.28,85.42
14.77,6.0,94.52,62.82
38.84,,369.32,88.2
32.98,15.0,8.58,28.2
8.83,15.0,428.83,54.82
3.78,14.0,274.53,96.46
31.65,15.0,376.98,38.74
9.27,6.0,335.53,15.16
54.07,2.0,364.17,96.28
32.62,,275.1,97.41
58.62,18.0,475.08,20.71
36.62,4.0,247.26,77.04
4.17,2.0,421.78,50.45
41.8,17.0,155.29,54.1
20.31,8.0,381.31,59.18
1.33,10.0,410.95,73.04
30.56,1.0,46.3,66.1
1.24,16.0,153.53,73.41
18.61,4.0,186.53,63.45
28.6,2.0,405.48,67.37
39.68,18.0,226.47,18.87
38.75,7.0,94.25,8.59
17.62,18.0,335.77,72.59
55.24,19.0,234.54,11.29
41.75,,72.39,37.61
29.94,3.0,401.0,29.13
20.69,19.0,126.59,90.17
50.9,5.0,185.02,75.35
45.74,17.0,60.45,56.29
18.91,,129.43,68.07
49.57,9.0,147.2,46.06
21.96,12.0,144.9,7.74
55.45,1.0,11.09,57.2
24.67,3.0,57.89,13.45
27.29,18.0,241.92,49.9
44.91,17.0,12.94,9.77
25.98,6.0,399.74,51.06
54.8,10.0,335.24,98.03
32.58,11.0,330.69,16.44
1.2,,109.88,85.06
32.97,10.0,279.56,26.42
40.89,10.0,288.72,59.48
5.23,17.0,159.78,75.96
2.65,,414.59,87.4
14.05,7.0,45.41,84.43
28.08,1.0,219.61,11.59
23.62,17.0,126.11,96.3
1.83,15.0,424.95,68.79
10.37,12.0,337.22,8.99
46.3,8.0,356.79,27.99
53.9,14.0,466.27,22.53
17.96,18.0,158.4,82.47
16.76,8.0,176.54,79.24
11.06,11.0,358.98,6.37
47.78,16.0,492.6,88.14
3.23,3.0,314.9,37.54
17.73,3.0,358.9,12.08
38.22,15.0,335.55,83.96
28.93,19.0,181.9,57.13
37.42,1.0,152.6,86.13
34.17,11.0,118.87,0.76
48.12,6.0,466.62,2.91
44.84,19.0,392.75,6.86
59.45,5.0,171.03,18.91
30.83,18.0,171.24,35.4
28.97,18.0,362.09,26.3
50.06,18.0,308.11,51.7
7.88,11.0,218.56,86.53
24.67,16.0,2.91,32.86
34.02,,350.27,64.55
42.04,11.0,277.14,13.7
3.93,17.0,293.27,52.78
48.48,1.0,36.45,65.8
24.82,15.0,426.43,75.0
43.43,,83.52,67.56
25.93,8.0,459.92,2.42
48.09,17.0,57.84,2.27
47.94,11.0,218.73,14.56
23.39,1.0,377.11,75.52
7.82,8.0,170.06,11.62
29.69,4.0,318.26,88.08
3.24,7.0,391.46,25.0
27.77,7.0,299.7,91.98
45.89,9.0,138.68,27.81
7.2,2.0,490.16,31.12
41.65,1.0,62.08,32.35
35.39,8.0,439.6,70.09
1.28,,122.51,62.37
57.68,14.0,152.36,48.61
38.88,10.0,407.61,8.16
11.75,,142.62,52.52
11.5,4.0,355.47,48.47
51.99,3.0,254.64,72.0
14.68,5.0,464.93,26.98
29.07,4.0,447.66,28.46
51.32,13.0,182.9,35.25
43.69,10.0,363.43,39.1
46.41,3.0,401.76,15.88
51.95,12.0,194.78,15.59
40.52,3.0,208.98,60.72
23.05,2.0,498.89,8.13
36.79,6.0,199.34,92.16
29.67,9.0,289.15,22.05
33.72,7.0,152.78,91.74
44.37,14.0,377.07,57.0
38.05,14.0,276.13,89.25
16.35,6.0,3.55,18.92
